시도명,시군구명,지역구분,업종명,이용자 구분,연령대,성별,연월,이용자수,이용횟수,이용금액,연도
제주도,제주시,도심,교통,제주도민,60대이상,남,2018-01,6883,10149,748440048,2018
제주도,제주시,도심,교통,제주도민,50대,여,2018-01,6354,8974,558007562,2018
제주도,제주시,도심,교통,제주도민,50대,남,2018-01,10376,15709,1002103988,2018
제주도,제주시,도심,교통,제주도민,40대,여,2018-01,7198,10018,562143906,2018
제주도,제주시,도심,교통,제주도민,40대,남,2018-01,10937,16520,964764938,2018
제주도,제주시,도심,교통,제주도민,30대,여,2018-01,5018,6657,326069352,2018
제주도,제주시,도심,교통,제주도민,30대,남,2018-01,7549,10749,533861883,2018
제주도,제주시,도심,교통,제주도민,20대미만,여,2018-01,19,21,941766,2018
제주도,제주시,도심,교통,제주도민,20대미만,남,2018-01,21,23,1156266,2018
제주도,제주시,도심,교통,제주도민,20대,여,2018-01,2295,2797,119245090,2018
제주도,제주시,도심,교통,제주도민,20대,남,2018-01,3068,4128,166625393,2018
제주도,제주시,도심,교통,내국인관광객,60대이상,여,2018-01,1292,1491,142044139,2018
제주도,제주시,도심,교통,내국인관광객,60대이상,남,2018-01,2949,3472,321734802,2018
제주도,제주시,도심,교통,내국인관광객,50대,여,2018-01,4264,4789,510192330,2018
제주도,제주시,도심,교통,내국인관광객,50대,남,2018-01,7967,9301,869688261,2018
제주도,제주시,도심,교통,내국인관광객,40대,여,2018-01,6256,6978,657672187,2018
제주도,제주시,도심,교통,내국인관광객,40대,남,2018-01,10091,11616,1027328700,2018
제주도,제주시,도심,교통,내국인관광객,30대,여,2018-01,7446,8188,846665988,2018
제주도,제주시,도심,교통,내국인관광객,30대,남,2018-01,9185,10400,906661168,2018
제주도,제주시,도심,교통,내국인관광객,20대미만,여,2018-01,36,38,2125160,2018
제주도,제주시,도심,교통,내국인관광객,20대미만,남,2018-01,36,42,5036900,2018
제주도,제주시,도심,교통,내국인관광객,20대,여,2018-01,6418,6803,682164850,2018
제주도,제주시,도심,교통,내국인관광객,20대,남,2018-01,5447,5951,513438106,2018
제주도,서귀포시,읍면,유흥,제주도민,60대이상,여,2018-01,37,55,5219900,2018
제주도,서귀포시,읍면,유흥,제주도민,60대이상,남,2018-01,200,385,48116850,2018
제주도,서귀포시,읍면,유흥,제주도민,50대,여,2018-01,103,138,14783640,2018
제주도,서귀포시,읍면,유흥,제주도민,50대,남,2018-01,418,820,120354010,2018
제주도,서귀포시,읍면,유흥,제주도민,40대,여,2018-01,75,89,7968230,2018
제주도,서귀포시,읍면,유흥,제주도민,40대,남,2018-01,362,656,110988130,2018
제주도,서귀포시,읍면,유흥,제주도민,30대,여,2018-01,61,70,4846690,2018
제주도,서귀포시,읍면,유흥,제주도민,30대,남,2018-01,169,252,33562010,2018
제주도,서귀포시,읍면,유흥,제주도민,20대미만,여,2018-01,3,5,615000,2018
제주도,서귀포시,읍면,유흥,제주도민,20대미만,남,2018-01,3,24,3298800,2018
제주도,서귀포시,읍면,유흥,제주도민,20대,여,2018-01,42,64,3275890,2018
제주도,서귀포시,읍면,유흥,제주도민,20대,남,2018-01,96,155,12844700,2018
제주도,서귀포시,읍면,유흥,내국인관광객,60대이상,여,2018-01,12,15,2159000,2018
제주도,서귀포시,읍면,유흥,내국인관광객,60대이상,남,2018-01,63,99,13061980,2018
제주도,서귀포시,읍면,유흥,내국인관광객,50대,여,2018-01,45,56,5709200,2018
제주도,서귀포시,읍면,유흥,내국인관광객,50대,남,2018-01,143,251,37674900,2018
제주도,서귀포시,읍면,유흥,내국인관광객,40대,여,2018-01,47,52,3263700,2018
제주도,서귀포시,읍면,유흥,내국인관광객,40대,남,2018-01,121,187,25983800,2018
제주도,서귀포시,읍면,유흥,내국인관광객,30대,여,2018-01,46,56,4069400,2018
제주도,서귀포시,읍면,유흥,내국인관광객,30대,남,2018-01,85,107,12321750,2018
제주도,서귀포시,읍면,유흥,내국인관광객,20대미만,남,2018-01,2,4,566000,2018
제주도,서귀포시,읍면,유흥,내국인관광객,20대,여,2018-01,50,63,3438200,2018
제주도,서귀포시,읍면,유흥,내국인관광객,20대,남,2018-01,56,68,3884400,2018
제주도,서귀포시,읍면,식음료,제주도민,60대이상,여,2018-01,897,1566,64833261,2018
제주도,서귀포시,읍면,식음료,제주도민,60대이상,남,2018-01,2221,4708,220952727,2018
제주도,서귀포시,읍면,식음료,제주도민,50대,여,2018-01,1986,4015,144559583,2018
제주도,서귀포시,읍면,식음료,제주도민,50대,남,2018-01,3206,7516,319568859,2018
제주도,서귀포시,읍면,식음료,제주도민,40대,여,2018-01,2464,5663,168104865,2018
제주도,서귀포시,읍면,식음료,제주도민,40대,남,2018-01,3389,8040,292794852,2018
제주도,서귀포시,읍면,식음료,제주도민,30대,여,2018-01,1872,3786,92622900,2018
제주도,서귀포시,읍면,식음료,제주도민,30대,남,2018-01,2221,4679,143195197,2018
제주도,서귀포시,읍면,식음료,제주도민,20대미만,여,2018-01,53,124,2350270,2018
제주도,서귀포시,읍면,식음료,제주도민,20대미만,남,2018-01,51,107,2339425,2018
제주도,서귀포시,읍면,식음료,제주도민,20대,여,2018-01,1083,2150,45229090,2018
제주도,서귀포시,읍면,식음료,제주도민,20대,남,2018-01,1073,2403,68160395,2018
제주도,서귀포시,읍면,식음료,내국인관광객,60대이상,여,2018-01,1482,2124,89545955,2018
제주도,서귀포시,읍면,식음료,내국인관광객,60대이상,남,2018-01,2501,3944,185939833,2018
제주도,서귀포시,읍면,식음료,내국인관광객,50대,여,2018-01,4249,6029,246562966,2018
제주도,서귀포시,읍면,식음료,내국인관광객,50대,남,2018-01,5896,9356,425137582,2018
제주도,서귀포시,읍면,식음료,내국인관광객,40대,여,2018-01,6349,9620,349041338,2018
제주도,서귀포시,읍면,식음료,내국인관광객,40대,남,2018-01,7687,12024,474594002,2018
제주도,서귀포시,읍면,식음료,내국인관광객,30대,여,2018-01,7015,10212,300553368,2018
제주도,서귀포시,읍면,식음료,내국인관광객,30대,남,2018-01,6706,10288,327714495,2018
제주도,서귀포시,읍면,식음료,내국인관광객,20대미만,여,2018-01,116,176,3508390,2018
제주도,서귀포시,읍면,식음료,내국인관광객,20대미만,남,2018-01,83,166,3894140,2018
제주도,서귀포시,읍면,식음료,내국인관광객,20대,여,2018-01,7058,10102,252065548,2018
제주도,서귀포시,읍면,식음료,내국인관광객,20대,남,2018-01,4734,6905,186842624,2018
제주도,서귀포시,읍면,숙박,제주도민,60대이상,여,2018-01,41,61,2141260,2018
제주도,서귀포시,읍면,숙박,제주도민,60대이상,남,2018-01,74,89,4067225,2018
제주도,서귀포시,읍면,숙박,제주도민,50대,여,2018-01,108,148,6207130,2018
제주도,서귀포시,읍면,숙박,제주도민,50대,남,2018-01,173,292,11365769,2018
제주도,서귀포시,읍면,숙박,제주도민,40대,여,2018-01,358,552,15599080,2018
제주도,서귀포시,읍면,숙박,제주도민,40대,남,2018-01,409,691,30421840,2018
제주도,서귀포시,읍면,숙박,제주도민,30대,여,2018-01,266,408,12421440,2018
제주도,서귀포시,읍면,숙박,제주도민,30대,남,2018-01,245,357,13623466,2018
제주도,서귀포시,읍면,숙박,제주도민,20대미만,여,2018-01,8,10,147340,2018
제주도,서귀포시,읍면,숙박,제주도민,20대미만,남,2018-01,3,4,149500,2018
제주도,서귀포시,읍면,숙박,제주도민,20대,여,2018-01,136,205,4408645,2018
제주도,서귀포시,읍면,숙박,제주도민,20대,남,2018-01,114,162,5025015,2018
제주도,서귀포시,읍면,숙박,내국인관광객,60대이상,여,2018-01,234,311,13835588,2018
제주도,서귀포시,읍면,숙박,내국인관광객,60대이상,남,2018-01,328,421,32732413,2018
제주도,서귀포시,읍면,숙박,내국인관광객,50대,여,2018-01,783,1011,47801764,2018
제주도,서귀포시,읍면,숙박,내국인관광객,50대,남,2018-01,919,1183,91777053,2018
제주도,서귀포시,읍면,숙박,내국인관광객,40대,여,2018-01,1192,1641,79623173,2018
제주도,서귀포시,읍면,숙박,내국인관광객,40대,남,2018-01,1263,1849,115599626,2018
제주도,서귀포시,읍면,숙박,내국인관광객,30대,여,2018-01,1096,1423,71637539,2018
제주도,서귀포시,읍면,숙박,내국인관광객,30대,남,2018-01,979,1244,61220396,2018
제주도,서귀포시,읍면,숙박,내국인관광객,20대미만,여,2018-01,31,37,478980,2018
제주도,서귀포시,읍면,숙박,내국인관광객,20대미만,남,2018-01,13,15,164200,2018
제주도,서귀포시,읍면,숙박,내국인관광객,20대,여,2018-01,1374,1727,37619038,2018
제주도,서귀포시,읍면,숙박,내국인관광객,20대,남,2018-01,665,797,20306110,2018
제주도,서귀포시,읍면,쇼핑,제주도민,60대이상,여,2018-01,950,3169,98860900,2018
제주도,서귀포시,읍면,쇼핑,제주도민,60대이상,남,2018-01,1724,6155,154947400,2018
제주도,서귀포시,읍면,쇼핑,제주도민,50대,여,2018-01,1826,7384,200040720,2018
제주도,서귀포시,읍면,쇼핑,제주도민,50대,남,2018-01,2968,11446,259895690,2018
제주도,서귀포시,읍면,쇼핑,제주도민,40대,여,2018-01,2294,9023,201103145,2018
제주도,서귀포시,읍면,쇼핑,제주도민,40대,남,2018-01,3874,14656,257237615,2018
제주도,서귀포시,읍면,쇼핑,제주도민,30대,여,2018-01,1685,5710,95187530,2018
제주도,서귀포시,읍면,쇼핑,제주도민,30대,남,2018-01,2945,10590,137448330,2018
제주도,서귀포시,읍면,쇼핑,제주도민,20대미만,여,2018-01,68,309,1993330,2018
제주도,서귀포시,읍면,쇼핑,제주도민,20대미만,남,2018-01,94,431,2494420,2018
제주도,서귀포시,읍면,쇼핑,제주도민,20대,여,2018-01,1014,4291,38752098,2018
제주도,서귀포시,읍면,쇼핑,제주도민,20대,남,2018-01,1598,7593,65840745,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,60대이상,여,2018-01,793,1735,36017510,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,60대이상,남,2018-01,1410,3424,63754750,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,50대,여,2018-01,2141,4490,86254890,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,50대,남,2018-01,3540,8470,142586025,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,40대,여,2018-01,3432,6606,117978076,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,40대,남,2018-01,5172,11530,179553256,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,30대,여,2018-01,3462,6485,87795998,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,30대,남,2018-01,4678,10300,127896353,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,20대미만,여,2018-01,84,192,1655550,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,20대미만,남,2018-01,128,355,2884740,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,20대,여,2018-01,3648,7197,65156825,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,20대,남,2018-01,3852,8742,89820290,2018
제주도,서귀포시,읍면,소매,제주도민,60대이상,여,2018-01,320,508,36984970,2018
제주도,서귀포시,읍면,소매,제주도민,60대이상,남,2018-01,475,783,49202260,2018
제주도,서귀포시,읍면,소매,제주도민,50대,여,2018-01,611,1210,68394210,2018
제주도,서귀포시,읍면,소매,제주도민,50대,남,2018-01,746,1412,130660870,2018
제주도,서귀포시,읍면,소매,제주도민,40대,여,2018-01,598,1086,49179180,2018
제주도,서귀포시,읍면,소매,제주도민,40대,남,2018-01,763,1498,81955235,2018
제주도,서귀포시,읍면,소매,제주도민,30대,여,2018-01,430,744,30928910,2018
제주도,서귀포시,읍면,소매,제주도민,30대,남,2018-01,462,779,28951400,2018
제주도,서귀포시,읍면,소매,제주도민,20대미만,여,2018-01,10,9,144500,2018
제주도,서귀포시,읍면,소매,제주도민,20대미만,남,2018-01,7,11,304620,2018
제주도,서귀포시,읍면,소매,제주도민,20대,여,2018-01,155,254,8556850,2018
제주도,서귀포시,읍면,소매,제주도민,20대,남,2018-01,221,452,9042340,2018
제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,2018-01,610,786,67872930,2018
제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,2018-01,814,1007,89433953,2018
제주도,서귀포시,읍면,소매,내국인관광객,50대,여,2018-01,1294,1584,104821425,2018
제주도,서귀포시,읍면,소매,내국인관광객,50대,남,2018-01,1587,1985,124905840,2018
제주도,서귀포시,읍면,소매,내국인관광객,40대,여,2018-01,1827,2218,102360855,2018
제주도,서귀포시,읍면,소매,내국인관광객,40대,남,2018-01,2105,2657,116546154,2018
제주도,서귀포시,읍면,소매,내국인관광객,30대,여,2018-01,1599,2000,66620930,2018
제주도,서귀포시,읍면,소매,내국인관광객,30대,남,2018-01,1532,1962,70886360,2018
제주도,서귀포시,읍면,소매,내국인관광객,20대미만,여,2018-01,20,20,335000,2018
제주도,서귀포시,읍면,소매,내국인관광객,20대미만,남,2018-01,18,19,364200,2018
제주도,서귀포시,읍면,소매,내국인관광객,20대,여,2018-01,1163,1326,39376420,2018
제주도,서귀포시,읍면,소매,내국인관광객,20대,남,2018-01,817,1058,26010814,2018
제주도,서귀포시,읍면,문화/레져,제주도민,60대이상,여,2018-01,103,138,5823190,2018
제주도,서귀포시,읍면,문화/레져,제주도민,60대이상,남,2018-01,382,715,58806850,2018
제주도,서귀포시,읍면,문화/레져,제주도민,50대,여,2018-01,277,331,16096070,2018
제주도,서귀포시,읍면,문화/레져,제주도민,50대,남,2018-01,620,778,62850034,2018
제주도,서귀포시,읍면,문화/레져,제주도민,40대,여,2018-01,482,600,32806603,2018
제주도,서귀포시,읍면,문화/레져,제주도민,40대,남,2018-01,758,951,71236245,2018
제주도,서귀포시,읍면,문화/레져,제주도민,30대,여,2018-01,490,645,22113625,2018
제주도,서귀포시,읍면,문화/레져,제주도민,30대,남,2018-01,418,559,19307610,2018
제주도,서귀포시,읍면,문화/레져,제주도민,20대미만,여,2018-01,8,11,139950,2018
제주도,서귀포시,읍면,문화/레져,제주도민,20대미만,남,2018-01,9,39,262310,2018
제주도,서귀포시,읍면,문화/레져,제주도민,20대,여,2018-01,191,215,5233825,2018
제주도,서귀포시,읍면,문화/레져,제주도민,20대,남,2018-01,188,215,5887935,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,60대이상,여,2018-01,401,545,45317800,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,60대이상,남,2018-01,678,901,75083773,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,50대,여,2018-01,1176,1375,65683211,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,50대,남,2018-01,1731,2054,112972714,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,40대,여,2018-01,2292,2828,108290179,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,40대,남,2018-01,2612,3289,151322591,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,30대,여,2018-01,1974,2500,82604915,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,30대,남,2018-01,1811,2307,93229810,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,20대미만,여,2018-01,42,48,1152040,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,20대미만,남,2018-01,29,33,510050,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,20대,여,2018-01,1405,1586,38835340,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,20대,남,2018-01,1068,1266,31481320,2018
제주도,서귀포시,읍면,교통,제주도민,60대이상,여,2018-01,697,1166,86180782,2018
제주도,서귀포시,읍면,교통,제주도민,60대이상,남,2018-01,3118,5553,415113570,2018
제주도,서귀포시,읍면,교통,제주도민,50대,여,2018-01,1041,1813,127147621,2018
제주도,서귀포시,읍면,교통,제주도민,50대,남,2018-01,2322,4305,315815223,2018
제주도,서귀포시,읍면,교통,제주도민,40대,여,2018-01,995,1660,97942964,2018
제주도,서귀포시,읍면,교통,제주도민,40대,남,2018-01,1856,3435,245455411,2018
제주도,서귀포시,읍면,교통,제주도민,30대,여,2018-01,593,960,47116582,2018
제주도,서귀포시,읍면,교통,제주도민,30대,남,2018-01,961,1628,92556235,2018
제주도,서귀포시,읍면,교통,제주도민,20대미만,여,2018-01,4,11,523000,2018
제주도,서귀포시,읍면,교통,제주도민,20대미만,남,2018-01,7,10,317154,2018
제주도,서귀포시,읍면,교통,제주도민,20대,여,2018-01,193,264,12546229,2018
제주도,서귀포시,읍면,교통,제주도민,20대,남,2018-01,295,480,18994445,2018
제주도,서귀포시,읍면,교통,내국인관광객,60대이상,여,2018-01,237,327,16833253,2018
제주도,서귀포시,읍면,교통,내국인관광객,60대이상,남,2018-01,539,754,40917911,2018
제주도,서귀포시,읍면,교통,내국인관광객,50대,여,2018-01,590,743,33964927,2018
제주도,서귀포시,읍면,교통,내국인관광객,50대,남,2018-01,1162,1482,67114829,2018
제주도,서귀포시,읍면,교통,내국인관광객,40대,여,2018-01,808,931,37249793,2018
제주도,서귀포시,읍면,교통,내국인관광객,40대,남,2018-01,1454,1791,77525949,2018
제주도,서귀포시,읍면,교통,내국인관광객,30대,여,2018-01,873,992,34653789,2018
제주도,서귀포시,읍면,교통,내국인관광객,30대,남,2018-01,1135,1361,50902132,2018
제주도,서귀포시,읍면,교통,내국인관광객,20대미만,여,2018-01,2,2,70000,2018
제주도,서귀포시,읍면,교통,내국인관광객,20대미만,남,2018-01,2,2,12000,2018
제주도,서귀포시,읍면,교통,내국인관광객,20대,여,2018-01,642,705,23170990,2018
제주도,서귀포시,읍면,교통,내국인관광객,20대,남,2018-01,689,766,25473127,2018
제주도,서귀포시,도심,유흥,제주도민,60대이상,여,2018-01,66,75,9072900,2018
제주도,서귀포시,도심,유흥,제주도민,60대이상,남,2018-01,322,481,65883842,2018
제주도,서귀포시,도심,유흥,제주도민,50대,여,2018-01,200,266,20796500,2018
제주도,서귀포시,도심,유흥,제주도민,50대,남,2018-01,896,1342,208397500,2018
제주도,서귀포시,도심,유흥,제주도민,40대,여,2018-01,328,377,28711800,2018
제주도,서귀포시,도심,유흥,제주도민,40대,남,2018-01,1045,1505,262037062,2018
제주도,서귀포시,도심,유흥,제주도민,30대,여,2018-01,217,262,15638400,2018
제주도,서귀포시,도심,유흥,제주도민,30대,남,2018-01,595,876,114134600,2018
제주도,서귀포시,도심,유흥,제주도민,20대미만,여,2018-01,8,14,541200,2018
제주도,서귀포시,도심,유흥,제주도민,20대미만,남,2018-01,4,4,654900,2018
제주도,서귀포시,도심,유흥,제주도민,20대,여,2018-01,317,468,19451200,2018
제주도,서귀포시,도심,유흥,제주도민,20대,남,2018-01,471,769,47236200,2018
제주도,서귀포시,도심,유흥,내국인관광객,60대이상,여,2018-01,40,44,3893200,2018
제주도,서귀포시,도심,유흥,내국인관광객,60대이상,남,2018-01,127,203,31726600,2018
제주도,서귀포시,도심,유흥,내국인관광객,50대,여,2018-01,58,72,6269300,2018
제주도,서귀포시,도심,유흥,내국인관광객,50대,남,2018-01,347,480,82248500,2018
제주도,서귀포시,도심,유흥,내국인관광객,40대,여,2018-01,84,100,6410100,2018
제주도,서귀포시,도심,유흥,내국인관광객,40대,남,2018-01,330,462,82798800,2018
제주도,서귀포시,도심,유흥,내국인관광객,30대,여,2018-01,124,147,8499540,2018
제주도,서귀포시,도심,유흥,내국인관광객,30대,남,2018-01,296,441,32548200,2018
제주도,서귀포시,도심,유흥,내국인관광객,20대미만,여,2018-01,1,1,10000,2018
제주도,서귀포시,도심,유흥,내국인관광객,20대미만,남,2018-01,2,2,149000,2018
제주도,서귀포시,도심,유흥,내국인관광객,20대,여,2018-01,186,244,10120100,2018
제주도,서귀포시,도심,유흥,내국인관광객,20대,남,2018-01,264,370,19437900,2018
제주도,서귀포시,도심,식음료,제주도민,60대이상,여,2018-01,2317,3585,125245655,2018
제주도,서귀포시,도심,식음료,제주도민,60대이상,남,2018-01,4554,7961,344985943,2018
제주도,서귀포시,도심,식음료,제주도민,50대,여,2018-01,5190,8890,281794523,2018
제주도,서귀포시,도심,식음료,제주도민,50대,남,2018-01,7688,14470,571880475,2018
제주도,서귀포시,도심,식음료,제주도민,40대,여,2018-01,7201,13335,362344814,2018
제주도,서귀포시,도심,식음료,제주도민,40대,남,2018-01,9465,18150,636275556,2018
제주도,서귀포시,도심,식음료,제주도민,30대,여,2018-01,6186,11243,243407950,2018
제주도,서귀포시,도심,식음료,제주도민,30대,남,2018-01,6702,12325,342338750,2018
제주도,서귀포시,도심,식음료,제주도민,20대미만,여,2018-01,198,299,4151060,2018
제주도,서귀포시,도심,식음료,제주도민,20대미만,남,2018-01,181,288,4348875,2018
제주도,서귀포시,도심,식음료,제주도민,20대,여,2018-01,3653,6529,123630609,2018
제주도,서귀포시,도심,식음료,제주도민,20대,남,2018-01,3414,6043,137483033,2018
제주도,서귀포시,도심,식음료,내국인관광객,60대이상,여,2018-01,1854,2545,110055835,2018
제주도,서귀포시,도심,식음료,내국인관광객,60대이상,남,2018-01,3239,4765,210637440,2018
제주도,서귀포시,도심,식음료,내국인관광객,50대,여,2018-01,4584,6124,258161445,2018
제주도,서귀포시,도심,식음료,내국인관광객,50대,남,2018-01,7682,11269,508568521,2018
제주도,서귀포시,도심,식음료,내국인관광객,40대,여,2018-01,7438,10250,386246214,2018
제주도,서귀포시,도심,식음료,내국인관광객,40대,남,2018-01,10207,15036,617212580,2018
제주도,서귀포시,도심,식음료,내국인관광객,30대,여,2018-01,8225,11009,329392902,2018
제주도,서귀포시,도심,식음료,내국인관광객,30대,남,2018-01,8826,12402,413105890,2018
제주도,서귀포시,도심,식음료,내국인관광객,20대미만,여,2018-01,105,156,2983910,2018
제주도,서귀포시,도심,식음료,내국인관광객,20대미만,남,2018-01,179,232,3742150,2018
제주도,서귀포시,도심,식음료,내국인관광객,20대,여,2018-01,7716,10163,257573298,2018
제주도,서귀포시,도심,식음료,내국인관광객,20대,남,2018-01,6462,8839,236609861,2018
제주도,서귀포시,도심,숙박,제주도민,60대이상,여,2018-01,64,89,16938743,2018
제주도,서귀포시,도심,숙박,제주도민,60대이상,남,2018-01,132,201,45173240,2018
제주도,서귀포시,도심,숙박,제주도민,50대,여,2018-01,116,180,16001021,2018
제주도,서귀포시,도심,숙박,제주도민,50대,남,2018-01,231,280,29248451,2018
제주도,서귀포시,도심,숙박,제주도민,40대,여,2018-01,157,234,22470151,2018
제주도,서귀포시,도심,숙박,제주도민,40대,남,2018-01,341,479,50177555,2018
제주도,서귀포시,도심,숙박,제주도민,30대,여,2018-01,162,246,23266330,2018
제주도,서귀포시,도심,숙박,제주도민,30대,남,2018-01,208,270,24915484,2018
제주도,서귀포시,도심,숙박,제주도민,20대미만,여,2018-01,3,3,150500,2018
제주도,서귀포시,도심,숙박,제주도민,20대미만,남,2018-01,3,6,138900,2018
제주도,서귀포시,도심,숙박,제주도민,20대,여,2018-01,94,120,7759751,2018
제주도,서귀포시,도심,숙박,제주도민,20대,남,2018-01,123,153,8430088,2018
제주도,서귀포시,도심,숙박,내국인관광객,60대이상,여,2018-01,200,281,43447090,2018
제주도,서귀포시,도심,숙박,내국인관광객,60대이상,남,2018-01,413,580,104607795,2018
제주도,서귀포시,도심,숙박,내국인관광객,50대,여,2018-01,617,768,138602584,2018
제주도,서귀포시,도심,숙박,내국인관광객,50대,남,2018-01,1100,1478,195467408,2018
제주도,서귀포시,도심,숙박,내국인관광객,40대,여,2018-01,1071,1365,211741680,2018
제주도,서귀포시,도심,숙박,내국인관광객,40대,남,2018-01,1490,1996,311125474,2018
제주도,서귀포시,도심,숙박,내국인관광객,30대,여,2018-01,1217,1510,214361584,2018
제주도,서귀포시,도심,숙박,내국인관광객,30대,남,2018-01,1177,1461,207450998,2018
제주도,서귀포시,도심,숙박,내국인관광객,20대미만,여,2018-01,5,5,572400,2018
제주도,서귀포시,도심,숙박,내국인관광객,20대미만,남,2018-01,10,17,266050,2018
제주도,서귀포시,도심,숙박,내국인관광객,20대,여,2018-01,809,963,85685013,2018
제주도,서귀포시,도심,숙박,내국인관광객,20대,남,2018-01,567,682,59967348,2018
제주도,서귀포시,도심,쇼핑,제주도민,60대이상,여,2018-01,2839,7959,328176770,2018
제주도,서귀포시,도심,쇼핑,제주도민,60대이상,남,2018-01,3847,10428,332297000,2018
제주도,서귀포시,도심,쇼핑,제주도민,50대,여,2018-01,4803,14863,502465379,2018
제주도,서귀포시,도심,쇼핑,제주도민,50대,남,2018-01,6215,19503,485965442,2018
제주도,서귀포시,도심,쇼핑,제주도민,40대,여,2018-01,6304,19717,568825510,2018
제주도,서귀포시,도심,쇼핑,제주도민,40대,남,2018-01,9034,29246,642117970,2018
제주도,서귀포시,도심,쇼핑,제주도민,30대,여,2018-01,5250,14375,350907360,2018
제주도,서귀포시,도심,쇼핑,제주도민,30대,남,2018-01,6819,21646,361090569,2018
제주도,서귀포시,도심,쇼핑,제주도민,20대미만,여,2018-01,215,547,3932220,2018
제주도,서귀포시,도심,쇼핑,제주도민,20대미만,남,2018-01,235,555,3799630,2018
제주도,서귀포시,도심,쇼핑,제주도민,20대,여,2018-01,3208,8840,114322440,2018
제주도,서귀포시,도심,쇼핑,제주도민,20대,남,2018-01,4009,12216,117540229,2018
제주도,서귀포시,도심,쇼핑,내국인관광객,60대이상,여,2018-01,1457,3109,96857270,2018
제주도,서귀포시,도심,쇼핑,내국인관광객,60대이상,남,2018-01,2305,5175,141844010,2018
제주도,서귀포시,도심,쇼핑,내국인관광객,50대,여,2018-01,3394,6063,181973110,2018
제주도,서귀포시,도심,쇼핑,내국인관광객,50대,남,2018-01,6038,12786,303274188,2018
제주도,서귀포시,도심,쇼핑,내국인관광객,40대,여,2018-01,5575,10259,263357920,2018
제주도,서귀포시,도심,쇼핑,내국인관광객,40대,남,2018-01,8637,17982,369568210,2018
제주도,서귀포시,도심,쇼핑,내국인관광객,30대,여,2018-01,5838,9585,209042290,2018
제주도,서귀포시,도심,쇼핑,내국인관광객,30대,남,2018-01,7703,15510,274336531,2018
제주도,서귀포시,도심,쇼핑,내국인관광객,20대미만,여,2018-01,114,246,2296780,2018
제주도,서귀포시,도심,쇼핑,내국인관광객,20대미만,남,2018-01,314,1022,6429220,2018
제주도,서귀포시,도심,쇼핑,내국인관광객,20대,여,2018-01,5619,9591,131219780,2018
제주도,서귀포시,도심,쇼핑,내국인관광객,20대,남,2018-01,6369,14465,163514920,2018
제주도,서귀포시,도심,소매,제주도민,60대이상,여,2018-01,1182,1826,210921456,2018
제주도,서귀포시,도심,소매,제주도민,60대이상,남,2018-01,1183,1660,161359742,2018
제주도,서귀포시,도심,소매,제주도민,50대,여,2018-01,1878,2740,280318682,2018
제주도,서귀포시,도심,소매,제주도민,50대,남,2018-01,1627,2295,235063890,2018
제주도,서귀포시,도심,소매,제주도민,40대,여,2018-01,2092,3008,199845604,2018
제주도,서귀포시,도심,소매,제주도민,40대,남,2018-01,1892,2760,220205444,2018
제주도,서귀포시,도심,소매,제주도민,30대,여,2018-01,1345,1899,101986913,2018
제주도,서귀포시,도심,소매,제주도민,30대,남,2018-01,1064,1495,84771554,2018
제주도,서귀포시,도심,소매,제주도민,20대미만,여,2018-01,39,53,729940,2018
제주도,서귀포시,도심,소매,제주도민,20대미만,남,2018-01,31,37,728300,2018
제주도,서귀포시,도심,소매,제주도민,20대,여,2018-01,613,828,34702379,2018
제주도,서귀포시,도심,소매,제주도민,20대,남,2018-01,477,612,28383591,2018
제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,2018-01,718,915,105745501,2018
제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,2018-01,874,1158,105795750,2018
제주도,서귀포시,도심,소매,내국인관광객,50대,여,2018-01,1617,2101,145322780,2018
제주도,서귀포시,도심,소매,내국인관광객,50대,남,2018-01,2004,2542,164670740,2018
