시도명,시군구명,지역구분,업종명,이용자 구분,연령대,성별,연월,이용자수,이용횟수,이용금액,연도
제주도,제주시,도심,숙박,내국인관광객,50대,여,2018-07,512,644,80647014,2018
제주도,제주시,도심,숙박,내국인관광객,50대,남,2018-07,1216,1623,182788190,2018
제주도,제주시,도심,숙박,내국인관광객,40대,여,2018-07,864,1153,142322297,2018
제주도,제주시,도심,숙박,내국인관광객,40대,남,2018-07,1583,2058,217317483,2018
제주도,제주시,도심,숙박,내국인관광객,30대,여,2018-07,992,1232,108404269,2018
제주도,제주시,도심,숙박,내국인관광객,30대,남,2018-07,1408,1771,169571761,2018
제주도,제주시,도심,숙박,내국인관광객,20대미만,여,2018-07,8,9,160000,2018
제주도,제주시,도심,숙박,내국인관광객,20대미만,남,2018-07,6,8,596500,2018
제주도,제주시,도심,숙박,내국인관광객,20대,여,2018-07,1104,1267,103604825,2018
제주도,제주시,도심,숙박,내국인관광객,20대,남,2018-07,989,1164,78512367,2018
제주도,제주시,도심,쇼핑,제주도민,60대이상,여,2018-07,12601,40530,1194494770,2018
제주도,제주시,도심,쇼핑,제주도민,60대이상,남,2018-07,16297,51587,1346917164,2018
제주도,제주시,도심,쇼핑,제주도민,50대,여,2018-07,23687,82275,2165672866,2018
제주도,제주시,도심,쇼핑,제주도민,50대,남,2018-07,30841,110030,2315056457,2018
제주도,제주시,도심,쇼핑,제주도민,40대,여,2018-07,31543,113356,2650330402,2018
제주도,제주시,도심,쇼핑,제주도민,40대,남,2018-07,39929,148530,2775303274,2018
제주도,제주시,도심,쇼핑,제주도민,30대,여,2018-07,25326,83573,1632446745,2018
제주도,제주시,도심,쇼핑,제주도민,30대,남,2018-07,33016,123325,1757431634,2018
제주도,제주시,도심,쇼핑,제주도민,20대미만,여,2018-07,1572,4677,23540199,2018
제주도,제주시,도심,쇼핑,제주도민,20대미만,남,2018-07,1989,7570,35468872,2018
제주도,제주시,도심,쇼핑,제주도민,20대,여,2018-07,20875,69111,785564688,2018
제주도,제주시,도심,쇼핑,제주도민,20대,남,2018-07,24014,91072,797688428,2018
제주도,제주시,도심,쇼핑,내국인관광객,60대이상,여,2018-07,4644,9742,396148757,2018
제주도,제주시,도심,쇼핑,내국인관광객,60대이상,남,2018-07,6718,13997,525454782,2018
제주도,제주시,도심,쇼핑,내국인관광객,50대,여,2018-07,10082,19854,781522810,2018
제주도,제주시,도심,쇼핑,내국인관광객,50대,남,2018-07,16803,38777,1163649406,2018
제주도,제주시,도심,쇼핑,내국인관광객,40대,여,2018-07,14813,29661,1080194279,2018
제주도,제주시,도심,쇼핑,내국인관광객,40대,남,2018-07,24167,55457,1492182330,2018
제주도,제주시,도심,쇼핑,내국인관광객,30대,여,2018-07,18554,35007,1117567635,2018
제주도,제주시,도심,쇼핑,내국인관광객,30대,남,2018-07,25015,53950,1296792404,2018
제주도,제주시,도심,쇼핑,내국인관광객,20대미만,여,2018-07,453,692,16631460,2018
제주도,제주시,도심,쇼핑,내국인관광객,20대미만,남,2018-07,394,746,8625135,2018
제주도,제주시,도심,쇼핑,내국인관광객,20대,여,2018-07,23645,41682,1015319433,2018
제주도,제주시,도심,쇼핑,내국인관광객,20대,남,2018-07,22423,46706,815036196,2018
제주도,제주시,도심,소매,제주도민,60대이상,여,2018-07,6087,9358,822087560,2018
제주도,제주시,도심,소매,제주도민,60대이상,남,2018-07,5485,8105,707193388,2018
제주도,제주시,도심,소매,제주도민,50대,여,2018-07,9279,14940,1277001225,2018
제주도,제주시,도심,소매,제주도민,50대,남,2018-07,8372,12880,1068470487,2018
제주도,제주시,도심,소매,제주도민,40대,여,2018-07,10716,18090,1081036259,2018
제주도,제주시,도심,소매,제주도민,40대,남,2018-07,9236,14913,989783005,2018
제주도,제주시,도심,소매,제주도민,30대,여,2018-07,7681,12444,656646801,2018
제주도,제주시,도심,소매,제주도민,30대,남,2018-07,6066,9113,525591181,2018
제주도,제주시,도심,소매,제주도민,20대미만,여,2018-07,451,736,14771330,2018
제주도,제주시,도심,소매,제주도민,20대미만,남,2018-07,329,494,13946450,2018
제주도,제주시,도심,소매,제주도민,20대,여,2018-07,5472,8434,357177613,2018
제주도,제주시,도심,소매,제주도민,20대,남,2018-07,3882,5625,259071733,2018
제주도,제주시,도심,소매,내국인관광객,60대이상,여,2018-07,2191,2743,156270494,2018
제주도,제주시,도심,소매,내국인관광객,60대이상,남,2018-07,2389,2952,172055449,2018
제주도,제주시,도심,소매,내국인관광객,50대,여,2018-07,4505,5643,272484820,2018
제주도,제주시,도심,소매,내국인관광객,50대,남,2018-07,5078,6351,309806668,2018
제주도,제주시,도심,소매,내국인관광객,40대,여,2018-07,6272,8036,327285739,2018
제주도,제주시,도심,소매,내국인관광객,40대,남,2018-07,7195,9156,377837270,2018
제주도,제주시,도심,소매,내국인관광객,30대,여,2018-07,7940,9948,318888923,2018
제주도,제주시,도심,소매,내국인관광객,30대,남,2018-07,7530,9484,328937325,2018
제주도,제주시,도심,소매,내국인관광객,20대미만,여,2018-07,258,310,6856024,2018
제주도,제주시,도심,소매,내국인관광객,20대미만,남,2018-07,193,240,5473900,2018
제주도,제주시,도심,소매,내국인관광객,20대,여,2018-07,10804,13693,328912966,2018
제주도,제주시,도심,소매,내국인관광객,20대,남,2018-07,6719,8303,213323745,2018
제주도,제주시,도심,문화/레져,제주도민,60대이상,여,2018-07,637,871,40296675,2018
제주도,제주시,도심,문화/레져,제주도민,60대이상,남,2018-07,1305,1855,110421805,2018
제주도,제주시,도심,문화/레져,제주도민,50대,여,2018-07,2191,3215,125810644,2018
제주도,제주시,도심,문화/레져,제주도민,50대,남,2018-07,3462,5102,267795214,2018
제주도,제주시,도심,문화/레져,제주도민,40대,여,2018-07,5304,7927,232547550,2018
제주도,제주시,도심,문화/레져,제주도민,40대,남,2018-07,5032,7717,294021456,2018
제주도,제주시,도심,문화/레져,제주도민,30대,여,2018-07,3560,5326,129309432,2018
제주도,제주시,도심,문화/레져,제주도민,30대,남,2018-07,3451,5885,138919031,2018
제주도,제주시,도심,문화/레져,제주도민,20대미만,여,2018-07,502,998,10417572,2018
제주도,제주시,도심,문화/레져,제주도민,20대미만,남,2018-07,772,2528,19532325,2018
제주도,제주시,도심,문화/레져,제주도민,20대,여,2018-07,3808,6928,110376733,2018
제주도,제주시,도심,문화/레져,제주도민,20대,남,2018-07,4971,14950,151572678,2018
제주도,제주시,도심,문화/레져,내국인관광객,60대이상,여,2018-07,165,227,13812651,2018
제주도,제주시,도심,문화/레져,내국인관광객,60대이상,남,2018-07,313,399,34492575,2018
제주도,제주시,도심,문화/레져,내국인관광객,50대,여,2018-07,474,640,26778560,2018
제주도,제주시,도심,문화/레져,내국인관광객,50대,남,2018-07,932,1281,86000457,2018
제주도,제주시,도심,문화/레져,내국인관광객,40대,여,2018-07,975,1350,37110080,2018
제주도,제주시,도심,문화/레져,내국인관광객,40대,남,2018-07,1491,2185,81304928,2018
제주도,제주시,도심,문화/레져,내국인관광객,30대,여,2018-07,1060,1408,37948146,2018
제주도,제주시,도심,문화/레져,내국인관광객,30대,남,2018-07,1421,2280,51658925,2018
제주도,제주시,도심,문화/레져,내국인관광객,20대미만,여,2018-07,66,89,898270,2018
제주도,제주시,도심,문화/레져,내국인관광객,20대미만,남,2018-07,66,131,1404720,2018
제주도,제주시,도심,문화/레져,내국인관광객,20대,여,2018-07,1627,2402,37448833,2018
제주도,제주시,도심,문화/레져,내국인관광객,20대,남,2018-07,2350,5001,51488810,2018
제주도,제주시,도심,교통,제주도민,60대이상,여,2018-07,2905,4242,222529181,2018
제주도,제주시,도심,교통,제주도민,60대이상,남,2018-07,6575,10355,571007477,2018
제주도,제주시,도심,교통,제주도민,50대,여,2018-07,6577,9678,551226760,2018
제주도,제주시,도심,교통,제주도민,50대,남,2018-07,10317,16207,937601965,2018
제주도,제주시,도심,교통,제주도민,40대,여,2018-07,7552,11085,537867759,2018
제주도,제주시,도심,교통,제주도민,40대,남,2018-07,11233,17753,923471924,2018
제주도,제주시,도심,교통,제주도민,30대,여,2018-07,5576,7770,361133731,2018
제주도,제주시,도심,교통,제주도민,30대,남,2018-07,7890,11682,545363943,2018
제주도,제주시,도심,교통,제주도민,20대미만,여,2018-07,23,24,715302,2018
제주도,제주시,도심,교통,제주도민,20대미만,남,2018-07,34,44,1404522,2018
제주도,제주시,도심,교통,제주도민,20대,여,2018-07,2596,3361,133788226,2018
제주도,제주시,도심,교통,제주도민,20대,남,2018-07,3574,5120,211116880,2018
제주도,제주시,도심,교통,내국인관광객,60대이상,여,2018-07,1358,1569,155930397,2018
제주도,제주시,도심,교통,내국인관광객,60대이상,남,2018-07,2598,3103,291476909,2018
제주도,제주시,도심,교통,내국인관광객,50대,여,2018-07,3673,4061,412513634,2018
제주도,제주시,도심,교통,내국인관광객,50대,남,2018-07,7224,8310,775641287,2018
제주도,제주시,도심,교통,내국인관광객,40대,여,2018-07,6230,6906,703965613,2018
제주도,제주시,도심,교통,내국인관광객,40대,남,2018-07,10827,12577,1184218312,2018
제주도,제주시,도심,교통,내국인관광객,30대,여,2018-07,8743,9436,1047546657,2018
제주도,제주시,도심,교통,내국인관광객,30대,남,2018-07,12100,13554,1301478296,2018
제주도,제주시,도심,교통,내국인관광객,20대미만,여,2018-07,29,30,1549721,2018
제주도,제주시,도심,교통,내국인관광객,20대미만,남,2018-07,40,41,3717482,2018
제주도,제주시,도심,교통,내국인관광객,20대,여,2018-07,7936,8240,889883693,2018
제주도,제주시,도심,교통,내국인관광객,20대,남,2018-07,7878,8571,707156913,2018
제주도,서귀포시,읍면,유흥,제주도민,60대이상,여,2018-07,32,37,4178200,2018
제주도,서귀포시,읍면,유흥,제주도민,60대이상,남,2018-07,170,296,33552300,2018
제주도,서귀포시,읍면,유흥,제주도민,50대,여,2018-07,92,153,20111950,2018
제주도,서귀포시,읍면,유흥,제주도민,50대,남,2018-07,403,778,115834260,2018
제주도,서귀포시,읍면,유흥,제주도민,40대,여,2018-07,87,113,7828000,2018
제주도,서귀포시,읍면,유흥,제주도민,40대,남,2018-07,351,685,114975150,2018
제주도,서귀포시,읍면,유흥,제주도민,30대,여,2018-07,51,75,4454550,2018
제주도,서귀포시,읍면,유흥,제주도민,30대,남,2018-07,161,251,33776800,2018
제주도,서귀포시,읍면,유흥,제주도민,20대미만,여,2018-07,4,8,836200,2018
제주도,서귀포시,읍면,유흥,제주도민,20대미만,남,2018-07,3,5,910000,2018
제주도,서귀포시,읍면,유흥,제주도민,20대,여,2018-07,40,47,2063100,2018
제주도,서귀포시,읍면,유흥,제주도민,20대,남,2018-07,82,118,9195000,2018
제주도,서귀포시,읍면,유흥,내국인관광객,60대이상,여,2018-07,15,20,4514700,2018
제주도,서귀포시,읍면,유흥,내국인관광객,60대이상,남,2018-07,63,75,11326900,2018
제주도,서귀포시,읍면,유흥,내국인관광객,50대,여,2018-07,43,60,5904050,2018
제주도,서귀포시,읍면,유흥,내국인관광객,50대,남,2018-07,143,258,33622500,2018
제주도,서귀포시,읍면,유흥,내국인관광객,40대,여,2018-07,47,58,3683200,2018
제주도,서귀포시,읍면,유흥,내국인관광객,40대,남,2018-07,105,171,27102600,2018
제주도,서귀포시,읍면,유흥,내국인관광객,30대,여,2018-07,47,54,2326650,2018
제주도,서귀포시,읍면,유흥,내국인관광객,30대,남,2018-07,117,173,14506750,2018
제주도,서귀포시,읍면,유흥,내국인관광객,20대미만,남,2018-07,1,1,57000,2018
제주도,서귀포시,읍면,유흥,내국인관광객,20대,여,2018-07,55,79,4018500,2018
제주도,서귀포시,읍면,유흥,내국인관광객,20대,남,2018-07,82,93,6030200,2018
제주도,서귀포시,읍면,식음료,제주도민,60대이상,여,2018-07,1047,1955,81295598,2018
제주도,서귀포시,읍면,식음료,제주도민,60대이상,남,2018-07,2386,5264,240416081,2018
제주도,서귀포시,읍면,식음료,제주도민,50대,여,2018-07,2182,4779,171933270,2018
제주도,서귀포시,읍면,식음료,제주도민,50대,남,2018-07,3714,8999,365381349,2018
제주도,서귀포시,읍면,식음료,제주도민,40대,여,2018-07,2560,6333,182029998,2018
제주도,서귀포시,읍면,식음료,제주도민,40대,남,2018-07,3802,9518,337040258,2018
제주도,서귀포시,읍면,식음료,제주도민,30대,여,2018-07,2158,4651,117903776,2018
제주도,서귀포시,읍면,식음료,제주도민,30대,남,2018-07,2484,5497,165297085,2018
제주도,서귀포시,읍면,식음료,제주도민,20대미만,여,2018-07,61,175,3081670,2018
제주도,서귀포시,읍면,식음료,제주도민,20대미만,남,2018-07,76,173,3717955,2018
제주도,서귀포시,읍면,식음료,제주도민,20대,여,2018-07,1294,2704,59551955,2018
제주도,서귀포시,읍면,식음료,제주도민,20대,남,2018-07,1333,2866,73979395,2018
제주도,서귀포시,읍면,식음료,내국인관광객,60대이상,여,2018-07,1513,2290,103368815,2018
제주도,서귀포시,읍면,식음료,내국인관광객,60대이상,남,2018-07,2403,3794,171006423,2018
제주도,서귀포시,읍면,식음료,내국인관광객,50대,여,2018-07,3570,5425,202882393,2018
제주도,서귀포시,읍면,식음료,내국인관광객,50대,남,2018-07,5092,8266,356125750,2018
제주도,서귀포시,읍면,식음료,내국인관광객,40대,여,2018-07,5694,9144,319465584,2018
제주도,서귀포시,읍면,식음료,내국인관광객,40대,남,2018-07,7790,12500,468045964,2018
제주도,서귀포시,읍면,식음료,내국인관광객,30대,여,2018-07,7971,12206,385401852,2018
제주도,서귀포시,읍면,식음료,내국인관광객,30대,남,2018-07,8730,13800,449242592,2018
제주도,서귀포시,읍면,식음료,내국인관광객,20대미만,여,2018-07,250,343,6212120,2018
제주도,서귀포시,읍면,식음료,내국인관광객,20대미만,남,2018-07,102,131,2283400,2018
제주도,서귀포시,읍면,식음료,내국인관광객,20대,여,2018-07,8857,12945,339642589,2018
제주도,서귀포시,읍면,식음료,내국인관광객,20대,남,2018-07,6290,9349,252548578,2018
제주도,서귀포시,읍면,숙박,제주도민,60대이상,여,2018-07,39,62,2810800,2018
제주도,서귀포시,읍면,숙박,제주도민,60대이상,남,2018-07,58,71,5458100,2018
제주도,서귀포시,읍면,숙박,제주도민,50대,여,2018-07,79,112,6361260,2018
제주도,서귀포시,읍면,숙박,제주도민,50대,남,2018-07,150,195,12547884,2018
제주도,서귀포시,읍면,숙박,제주도민,40대,여,2018-07,149,228,10762360,2018
제주도,서귀포시,읍면,숙박,제주도민,40대,남,2018-07,219,349,24279340,2018
제주도,서귀포시,읍면,숙박,제주도민,30대,여,2018-07,249,371,16913919,2018
제주도,서귀포시,읍면,숙박,제주도민,30대,남,2018-07,246,403,15965039,2018
제주도,서귀포시,읍면,숙박,제주도민,20대미만,여,2018-07,1,2,20000,2018
제주도,서귀포시,읍면,숙박,제주도민,20대미만,남,2018-07,2,2,34500,2018
제주도,서귀포시,읍면,숙박,제주도민,20대,여,2018-07,177,235,5952217,2018
제주도,서귀포시,읍면,숙박,제주도민,20대,남,2018-07,156,219,8677937,2018
제주도,서귀포시,읍면,숙박,내국인관광객,60대이상,여,2018-07,195,257,27877630,2018
제주도,서귀포시,읍면,숙박,내국인관광객,60대이상,남,2018-07,277,411,46876325,2018
제주도,서귀포시,읍면,숙박,내국인관광객,50대,여,2018-07,577,762,41688612,2018
제주도,서귀포시,읍면,숙박,내국인관광객,50대,남,2018-07,738,999,91688113,2018
제주도,서귀포시,읍면,숙박,내국인관광객,40대,여,2018-07,1007,1457,85338152,2018
제주도,서귀포시,읍면,숙박,내국인관광객,40대,남,2018-07,1237,2004,161500237,2018
제주도,서귀포시,읍면,숙박,내국인관광객,30대,여,2018-07,1335,1823,94517978,2018
제주도,서귀포시,읍면,숙박,내국인관광객,30대,남,2018-07,1297,1751,120726408,2018
제주도,서귀포시,읍면,숙박,내국인관광객,20대미만,여,2018-07,45,54,797300,2018
제주도,서귀포시,읍면,숙박,내국인관광객,20대미만,남,2018-07,8,12,449216,2018
제주도,서귀포시,읍면,숙박,내국인관광객,20대,여,2018-07,2253,2859,66925059,2018
제주도,서귀포시,읍면,숙박,내국인관광객,20대,남,2018-07,1136,1456,38470451,2018
제주도,서귀포시,읍면,쇼핑,제주도민,60대이상,여,2018-07,1123,4236,117016320,2018
제주도,서귀포시,읍면,쇼핑,제주도민,60대이상,남,2018-07,2209,8439,229117202,2018
제주도,서귀포시,읍면,쇼핑,제주도민,50대,여,2018-07,2285,9253,231445578,2018
제주도,서귀포시,읍면,쇼핑,제주도민,50대,남,2018-07,3777,15925,318594652,2018
제주도,서귀포시,읍면,쇼핑,제주도민,40대,여,2018-07,2658,11594,219874012,2018
제주도,서귀포시,읍면,쇼핑,제주도민,40대,남,2018-07,4839,20117,307454108,2018
제주도,서귀포시,읍면,쇼핑,제주도민,30대,여,2018-07,1983,7674,110858756,2018
제주도,서귀포시,읍면,쇼핑,제주도민,30대,남,2018-07,3548,13322,162235594,2018
제주도,서귀포시,읍면,쇼핑,제주도민,20대미만,여,2018-07,95,419,2192970,2018
제주도,서귀포시,읍면,쇼핑,제주도민,20대미만,남,2018-07,145,694,3623070,2018
제주도,서귀포시,읍면,쇼핑,제주도민,20대,여,2018-07,1289,5774,48139102,2018
제주도,서귀포시,읍면,쇼핑,제주도민,20대,남,2018-07,2067,10229,89005017,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,60대이상,여,2018-07,1010,2752,58918970,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,60대이상,남,2018-07,1629,4022,71771360,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,50대,여,2018-07,2145,5075,84939771,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,50대,남,2018-07,3873,10085,154445205,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,40대,여,2018-07,3828,7896,127725304,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,40대,남,2018-07,6637,15564,224347462,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,30대,여,2018-07,4912,9589,134537960,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,30대,남,2018-07,6973,15740,189280344,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,20대미만,여,2018-07,177,302,1553640,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,20대미만,남,2018-07,182,354,1718260,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,20대,여,2018-07,5177,10709,94792013,2018
제주도,서귀포시,읍면,쇼핑,내국인관광객,20대,남,2018-07,5677,13383,120485776,2018
제주도,서귀포시,읍면,소매,제주도민,60대이상,여,2018-07,458,883,59626815,2018
제주도,서귀포시,읍면,소매,제주도민,60대이상,남,2018-07,674,1094,71130765,2018
제주도,서귀포시,읍면,소매,제주도민,50대,여,2018-07,802,1707,126312358,2018
제주도,서귀포시,읍면,소매,제주도민,50대,남,2018-07,949,1930,99930801,2018
제주도,서귀포시,읍면,소매,제주도민,40대,여,2018-07,812,1573,56910170,2018
제주도,서귀포시,읍면,소매,제주도민,40대,남,2018-07,976,1926,83510388,2018
제주도,서귀포시,읍면,소매,제주도민,30대,여,2018-07,603,1118,34908172,2018
제주도,서귀포시,읍면,소매,제주도민,30대,남,2018-07,649,1198,36360393,2018
제주도,서귀포시,읍면,소매,제주도민,20대미만,여,2018-07,17,31,216400,2018
제주도,서귀포시,읍면,소매,제주도민,20대미만,남,2018-07,16,27,436648,2018
제주도,서귀포시,읍면,소매,제주도민,20대,여,2018-07,276,420,10063384,2018
제주도,서귀포시,읍면,소매,제주도민,20대,남,2018-07,390,816,16505738,2018
제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,2018-07,610,871,66670570,2018
제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,2018-07,690,938,53657720,2018
제주도,서귀포시,읍면,소매,내국인관광객,50대,여,2018-07,1069,1457,76791315,2018
제주도,서귀포시,읍면,소매,내국인관광객,50대,남,2018-07,1345,1747,79114824,2018
제주도,서귀포시,읍면,소매,내국인관광객,40대,여,2018-07,1611,2221,83386072,2018
제주도,서귀포시,읍면,소매,내국인관광객,40대,남,2018-07,2115,2999,99531380,2018
제주도,서귀포시,읍면,소매,내국인관광객,30대,여,2018-07,1927,2533,69656688,2018
제주도,서귀포시,읍면,소매,내국인관광객,30대,남,2018-07,2033,2775,79246827,2018
제주도,서귀포시,읍면,소매,내국인관광객,20대미만,여,2018-07,32,41,499090,2018
제주도,서귀포시,읍면,소매,내국인관광객,20대미만,남,2018-07,23,24,465690,2018
제주도,서귀포시,읍면,소매,내국인관광객,20대,여,2018-07,1709,2027,43876894,2018
제주도,서귀포시,읍면,소매,내국인관광객,20대,남,2018-07,1304,1834,36701860,2018
제주도,서귀포시,읍면,문화/레져,제주도민,60대이상,여,2018-07,169,231,14348215,2018
제주도,서귀포시,읍면,문화/레져,제주도민,60대이상,남,2018-07,683,1254,101225700,2018
제주도,서귀포시,읍면,문화/레져,제주도민,50대,여,2018-07,435,590,38118005,2018
제주도,서귀포시,읍면,문화/레져,제주도민,50대,남,2018-07,973,1405,122573449,2018
제주도,서귀포시,읍면,문화/레져,제주도민,40대,여,2018-07,515,698,48823356,2018
제주도,서귀포시,읍면,문화/레져,제주도민,40대,남,2018-07,944,1281,94303588,2018
제주도,서귀포시,읍면,문화/레져,제주도민,30대,여,2018-07,553,726,34495435,2018
제주도,서귀포시,읍면,문화/레져,제주도민,30대,남,2018-07,471,645,31277105,2018
제주도,서귀포시,읍면,문화/레져,제주도민,20대미만,여,2018-07,9,13,233100,2018
제주도,서귀포시,읍면,문화/레져,제주도민,20대미만,남,2018-07,7,36,191330,2018
제주도,서귀포시,읍면,문화/레져,제주도민,20대,여,2018-07,211,237,6195560,2018
제주도,서귀포시,읍면,문화/레져,제주도민,20대,남,2018-07,179,215,7134345,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,60대이상,여,2018-07,402,529,34973492,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,60대이상,남,2018-07,745,1101,114668177,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,50대,여,2018-07,922,1113,58363916,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,50대,남,2018-07,1577,1990,171932748,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,40대,여,2018-07,2000,2564,113804515,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,40대,남,2018-07,2658,3471,177866421,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,30대,여,2018-07,2296,2940,110550070,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,30대,남,2018-07,2341,3038,125572211,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,20대미만,여,2018-07,39,43,888100,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,20대미만,남,2018-07,24,30,579700,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,20대,여,2018-07,1945,2250,60120178,2018
제주도,서귀포시,읍면,문화/레져,내국인관광객,20대,남,2018-07,1545,1847,53610760,2018
제주도,서귀포시,읍면,교통,제주도민,60대이상,여,2018-07,708,1223,62491076,2018
제주도,서귀포시,읍면,교통,제주도민,60대이상,남,2018-07,3490,6893,318973240,2018
제주도,서귀포시,읍면,교통,제주도민,50대,여,2018-07,1059,1875,97238238,2018
제주도,서귀포시,읍면,교통,제주도민,50대,남,2018-07,2507,5026,305938907,2018
제주도,서귀포시,읍면,교통,제주도민,40대,여,2018-07,1016,1820,93472575,2018
제주도,서귀포시,읍면,교통,제주도민,40대,남,2018-07,2049,4000,240740209,2018
제주도,서귀포시,읍면,교통,제주도민,30대,여,2018-07,662,1101,51106700,2018
제주도,서귀포시,읍면,교통,제주도민,30대,남,2018-07,979,1704,85729029,2018
제주도,서귀포시,읍면,교통,제주도민,20대미만,여,2018-07,1,7,220000,2018
제주도,서귀포시,읍면,교통,제주도민,20대미만,남,2018-07,8,13,361778,2018
제주도,서귀포시,읍면,교통,제주도민,20대,여,2018-07,268,420,15555747,2018
제주도,서귀포시,읍면,교통,제주도민,20대,남,2018-07,430,669,26438064,2018
제주도,서귀포시,읍면,교통,내국인관광객,60대이상,여,2018-07,264,337,17355809,2018
제주도,서귀포시,읍면,교통,내국인관광객,60대이상,남,2018-07,500,696,34460817,2018
제주도,서귀포시,읍면,교통,내국인관광객,50대,여,2018-07,503,658,32389936,2018
제주도,서귀포시,읍면,교통,내국인관광객,50대,남,2018-07,1091,1414,65297405,2018
제주도,서귀포시,읍면,교통,내국인관광객,40대,여,2018-07,789,952,38210480,2018
제주도,서귀포시,읍면,교통,내국인관광객,40대,남,2018-07,1551,1944,80472244,2018
제주도,서귀포시,읍면,교통,내국인관광객,30대,여,2018-07,978,1118,38909560,2018
제주도,서귀포시,읍면,교통,내국인관광객,30대,남,2018-07,1509,1780,67850283,2018
제주도,서귀포시,읍면,교통,내국인관광객,20대미만,여,2018-07,2,3,38000,2018
제주도,서귀포시,읍면,교통,내국인관광객,20대미만,남,2018-07,8,8,172691,2018
제주도,서귀포시,읍면,교통,내국인관광객,20대,여,2018-07,844,954,31432427,2018
제주도,서귀포시,읍면,교통,내국인관광객,20대,남,2018-07,988,1119,35711615,2018
제주도,서귀포시,도심,유흥,제주도민,60대이상,여,2018-07,62,70,8151900,2018
제주도,서귀포시,도심,유흥,제주도민,60대이상,남,2018-07,276,398,51067080,2018
제주도,서귀포시,도심,유흥,제주도민,50대,여,2018-07,160,187,14760600,2018
제주도,서귀포시,도심,유흥,제주도민,50대,남,2018-07,814,1220,189031200,2018
제주도,서귀포시,도심,유흥,제주도민,40대,여,2018-07,260,323,24527000,2018
제주도,서귀포시,도심,유흥,제주도민,40대,남,2018-07,1017,1439,252868911,2018
제주도,서귀포시,도심,유흥,제주도민,30대,여,2018-07,216,264,15981200,2018
제주도,서귀포시,도심,유흥,제주도민,30대,남,2018-07,541,748,86704350,2018
제주도,서귀포시,도심,유흥,제주도민,20대미만,여,2018-07,4,4,155800,2018
제주도,서귀포시,도심,유흥,제주도민,20대미만,남,2018-07,8,8,654700,2018
제주도,서귀포시,도심,유흥,제주도민,20대,여,2018-07,270,389,16050900,2018
제주도,서귀포시,도심,유흥,제주도민,20대,남,2018-07,462,708,45009300,2018
제주도,서귀포시,도심,유흥,내국인관광객,60대이상,여,2018-07,40,49,5036400,2018
제주도,서귀포시,도심,유흥,내국인관광객,60대이상,남,2018-07,62,83,13563200,2018
제주도,서귀포시,도심,유흥,내국인관광객,50대,여,2018-07,71,103,7527500,2018
제주도,서귀포시,도심,유흥,내국인관광객,50대,남,2018-07,228,335,47213600,2018
제주도,서귀포시,도심,유흥,내국인관광객,40대,여,2018-07,87,101,6735300,2018
제주도,서귀포시,도심,유흥,내국인관광객,40대,남,2018-07,286,378,48018800,2018
제주도,서귀포시,도심,유흥,내국인관광객,30대,여,2018-07,134,155,6999900,2018
제주도,서귀포시,도심,유흥,내국인관광객,30대,남,2018-07,344,482,30863800,2018
제주도,서귀포시,도심,유흥,내국인관광객,20대미만,여,2018-07,2,2,104500,2018
제주도,서귀포시,도심,유흥,내국인관광객,20대미만,남,2018-07,4,4,351000,2018
제주도,서귀포시,도심,유흥,내국인관광객,20대,여,2018-07,276,348,11713900,2018
제주도,서귀포시,도심,유흥,내국인관광객,20대,남,2018-07,376,576,23242000,2018
제주도,서귀포시,도심,식음료,제주도민,60대이상,여,2018-07,2735,4308,143257083,2018
제주도,서귀포시,도심,식음료,제주도민,60대이상,남,2018-07,4961,8606,357702837,2018
제주도,서귀포시,도심,식음료,제주도민,50대,여,2018-07,5784,10251,314670132,2018
제주도,서귀포시,도심,식음료,제주도민,50대,남,2018-07,8020,15610,599162632,2018
제주도,서귀포시,도심,식음료,제주도민,40대,여,2018-07,8136,16002,397790524,2018
제주도,서귀포시,도심,식음료,제주도민,40대,남,2018-07,10328,20153,668015549,2018
